text,alpha2_code,language_code,date,cluster,country,tokens,state
"Ucraina, in fuga dalla guerra. L'accoglienza dei rifugiati al loro arrivo ... - Euronews Italiano",CH,it,2022-03-02,Local Communities,Switzerland,30,Obwalden
Ucraina: il portale dell’Unhcr sulla situazione dei rifugiati - Corriere Italiano,CH,it,2022-03-02,Local Communities,Switzerland,24,Zurich
"Ucraina, 15mila rifugiati nei sotterranei della metropolitana: la fuga dalle bombe dei cittadini di Kiev - ilmattino.it",CH,it,2022-03-02,Current Information Refugees,Switzerland,41,Basel
Ucraina: iniziative di accoglienza delle associazioni e istituzioni - LE IENE,CH,it,2022-03-02,Volunteering and Donations,Switzerland,25,Bavaria
"Guerra in Ucraina: che aiuti servono, dove vengono raccolti, come ... - L'Informatore Vigevanese",CH,it,2022-03-02,Current Information War,Switzerland,33,Lucerne
"Donazioni per l'Ucraina: aiuta bambini, famiglie e rifugiati, ecco ... - Punto Informatico",CH,it,2022-03-02,Local Communities,Switzerland,31,Saxony-Anhalt
Wizz Air offre 100.000 posti gratuiti ai profughi a marzo - Travelnostop.com,CH,it,2022-03-02,Local Communities,Switzerland,22,Baden-Württemberg
Guerra Ucraina Russia le news di oggi - La Stampa,CH,it,2022-03-02,Sanktions Russia and War Strategy,Switzerland,14,Bern
“Specchio dei tempi” per la gente dell’Ucraina: ecco cosa stiamo facendo per chi fugge dalla guerra - La Stampa,CH,it,2022-03-02,Current Information War,Switzerland,33,Appenzell Ausserrhoden
"“Samurai insieme agli ucraini”, 70 giapponesi chiedono di arruolarsi - Il Fatto Quotidiano",CH,it,2022-03-02,Volunteering and Donations,Switzerland,33,Bavaria
Solidarietà e volontà di accoglienza verso chi fugge dalla guerra in Ucraina anche nel lametino - LameziaInforma,CH,it,2022-03-02,Volunteering and Donations,Switzerland,32,Vaud
"Crisi ucraina, vertice in Prefettura. Tamponi e registrazione entro 8 ... - Bellunopress",CH,it,2022-03-02,Current Information War,Switzerland,29,Thurgau
"Incinta al nono mese, scappa dalla guerra in Ucraina: raggiunge l ... - L'Informatore Vigevanese",CH,it,2022-03-02,Children and Human Rights,Switzerland,32,Uri
Gli 007 sono riusciti a salvare un ballerino pugliese a Kiev - AGI - Agenzia Italia,CH,it,2022-03-02,Current Information War,Switzerland,30,Grisons
Guerre en Ukraine : un million de réfugiés ont fui le pays en une ... - franceinfo,CH,fr,2022-03-02,Local Communities,Switzerland,24,Basel
Guerre en Ukraine : élan de solidarité dans le Jura - RFJ,CH,fr,2022-03-02,Current Information War,Switzerland,19,Nidwalden
Fuir la guerre en Ukraine : des bus de réfugiés ukrainiens attendus ... - France 3 Régions,CH,fr,2022-03-02,Local Communities,Switzerland,29,Saxony
"Guerre en Ukraine : dix réfugiés sont arrivés dans les Ardennes, à ... - France 3 Régions",CH,fr,2022-03-02,Local Communities,Switzerland,29,Schaffhausen
Une liste de Québécois déjà prêts à accueillir des réfugiés ukrainiens - Le Journal de Montréal,CH,fr,2022-03-02,Local Communities,Switzerland,31,Valais
"Vincent Chetail: «Face à l'exode ukrainien, il y a un réveil de l ... - Le Temps",CH,fr,2022-03-02,Current Information Refugees,Switzerland,30,Jura
Guerre en Ukraine : un Français parcourt 2.000 km pour mettre en sécurité des réfugiés ukrainiens - Europe 1,CH,fr,2022-03-02,Current Information Refugees,Switzerland,33,Appenzell Innerrhoden
"Réfugiés ukrainiens, Marion Maréchal chez Zemmour, Total traîné ... - Marianne",CH,fr,2022-03-02,Local Communities,Switzerland,26,Basel
Les réfugiés ukrainiens seront d'abord accueillis et hébergés à ... - BX1,CH,fr,2022-03-02,Local Communities,Switzerland,26,Schaffhausen
La gratuité des trains pour les réfugiés ukrainiens s'étend aux TER - BFM Business,CH,fr,2022-03-02,Current Information Refugees,Switzerland,24,Saxony-Anhalt
"Guerre en Ukraine : allocution d’Emmanuel Macron, combats, réfugiés… L’essentiel de la journée du 2 mars - La Croix",CH,fr,2022-03-02,Current Information War,Switzerland,38,Appenzell Ausserrhoden
Le Québec peut accueillir 10 000 réfugiés ukrainiens - Journal Métro,CH,fr,2022-03-02,Local Communities,Switzerland,23,Zurich
Guerre en Ukraine : Une association de Saint-Pierre de Chandieu ... - France 3 Régions,CH,fr,2022-03-02,Current Information War,Switzerland,23,Jura
"Guerre en Ukraine : réfugiés, Poutine, UE... ce qu'il faut retenir de l'allocution d'Emmanuel Macron - Midi Libre",CH,fr,2022-03-02,Sanktions Russia and War Strategy,Switzerland,36,Basel
Guerre en Ukraine : Vous prévoyez d’accueillir chez vous des familles de réfugiés ? Racontez-nous - 20 Minutes,CH,fr,2022-03-02,Local Communities,Switzerland,35,Saxony-Anhalt
Barcelone : arrivée des premiers réfugiés ukrainiens - Equinox Magazine,CH,fr,2022-03-02,Local Communities,Switzerland,21,Basel
Guerre en Ukraine. Les réfugiés blonds venus de l'Est - L'Humanité,CH,fr,2022-03-02,Local Communities,Switzerland,24,Schwyz
Ukraine : la France rend les trains et les TER gratuits pour les réfugiés - Sortiraparis,CH,fr,2022-03-02,Current Information Refugees,Switzerland,23,Grisons
Ukraine: où faire des dons dans le Nord-Pas-de-Calais? - BFM Grand Lille,CH,fr,2022-03-02,Volunteering and Donations,Switzerland,23,Saxony-Anhalt
Guerre en Ukraine: où faire des dons pour les réfugiés dans les Bouches-du-Rhône? - BFM Marseille,CH,fr,2022-03-02,Local Communities,Switzerland,32,Lucerne
Comment aider l’Ukraine – et sa communauté juive - The Times of Israël,CH,fr,2022-03-02,Statements by the Church,Switzerland,20,Vaud
Guerre en Ukraine: où faire des dons pour les réfugiés dans le Var? - BFM Toulon Var,CH,fr,2022-03-02,Local Communities,Switzerland,28,Mecklenburg-Vorpommern
Guerre en Ukraine : quatre morts dans des bombardements à ... - Europe 1,CH,fr,2022-03-02,Current Information War,Switzerland,19,Bern
Présidentielle : Éric Zemmour trébuche sur l'accueil des réfugiés ... - franceinfo,CH,fr,2022-03-02,Accomodation,Switzerland,28,Schleswig-Holstein
Comment participer à la solidarité avec les Ukrainiens ? - Radio ... - Radio Monaco,CH,fr,2022-03-02,Volunteering and Donations,Switzerland,19,Glarus
Guerre en Ukraine. La Croix Rouge et MSF alertent sur les difficultés ... - DNA - Dernières Nouvelles d'Alsace,CH,fr,2022-03-02,Current Information War,Switzerland,33,Thuringia
Guerre en Ukraine : les mille et un visages d’une résistance qui a surpris Poutine - LaDepeche.fr,CH,fr,2022-03-02,Sanktions Russia and War Strategy,Switzerland,29,Jura
"Ucraina-Russia, è già cyberwar mondiale. A rischio il World Wide ... - CorCom",CH,it,2022-03-02,Sanktions Russia and War Strategy,Switzerland,23,Zurich
Alto rischio: gli effetti collaterali della guerra in Ucraina - Nuoveradici ... - Nuove Radici World,CH,it,2022-03-02,Current Information War,Switzerland,29,Ticino
"Guerra Ucraina, Bielorussia svela piano di Putin, la mappa dalla Moldova agli USA - Quotidiano di Sicilia",CH,it,2022-03-02,Sanktions Russia and War Strategy,Switzerland,32,Zug
Il viaggio di Bastianich per riportare a Cavallino i parenti ucraini di Alina - VeneziaToday,CH,it,2022-03-02,Children and Human Rights,Switzerland,29,Schwyz
"Da Versace a Balenciaga, la moda si attiva per l'Ucraina: raccolte ... - Stile e Trend Fanpage",CH,it,2022-03-02,Volunteering and Donations,Switzerland,31,Obwalden
"Guerra Russia-Ucraina, il racconto di due donne scappate in Italia coi figli: “Trovarsi in mezzo alle… - Il Fatto Quotidiano",CH,it,2022-03-02,Children and Human Rights,Switzerland,40,Brandenburg
"Guerre en Ukraine : ""On part chercher Aurélien"" raconte Dominique, une Héraultaise bloquée à la frontière - Midi Libre",CH,fr,2022-03-03,Current Information War,Switzerland,35,Obwalden
Wo ist Mosche Kantor? | Tachles - Tachles,CH,de,2022-03-03,Statements by the Church,Switzerland,15,Solothurn
Krieg in der Ukraine: Spendenaktionen in der Region Grieskirchen ... - meinbezirk.at,CH,de,2022-03-03,Volunteering and Donations,Switzerland,24,Basel
Ryan Reynolds: Bewegende Worte über Ukraine-Konflikt - Gala.de,CH,de,2022-03-03,Current Information War,Switzerland,18,Lucerne
Wie die EU geflüchteten Ukrainerinnen und Ukrainern ... - IPG Journal,CH,de,2022-03-03,Current Information Refugees,Switzerland,19,Nidwalden
Ukraine-Hilfe: Jetzt ergreifen Firmen in der Region die Initiative - bz Basel - Nachrichten Region Basel,CH,de,2022-03-03,Volunteering and Donations,Switzerland,25,Thurgau
Russen in Deutschland besorgt: Ukraine-Krieg soll nicht spalten - BR24,DE,de,2022-03-03,Sanktions Russia and War Strategy,Germany,17,Geneva
Erstaufnahme: Mehr als 300 Ukraine-Flüchtlinge finden in Baden ... - BNN - Badische Neueste Nachrichten,DE,de,2022-03-03,Local Communities,Germany,32,Baden-Württemberg
"""Refugees welcome"": Polens neue Willkommenskultur - DW (Deutsch)",DE,de,2022-03-03,Current Information Refugees,Germany,21,Obwalden
Ukraine: „Die Tage kommen mir wie Monate vor“ - Vatican News - Deutsch,DE,de,2022-03-03,Volunteering and Donations,Germany,18,Neuchâtel
Melilla: Marokko macht mit Migranten Druck auf Spanien - RND,DE,de,2022-03-03,Migration Apart from Ukraine,Germany,19,Thurgau
Krieg in der Ukraine : ++ Explosion am Kiewer Bahnhof ++ ... - tagesschau.de,DE,de,2022-03-03,Current Information War,Germany,23,Schaffhausen
Angriff auf die Ukraine: Aktuelle Hilfe aus der Lausitz - NIEDERLAUSITZ aktuell,DE,de,2022-03-03,Current Information War,Germany,25,Rhineland-Palatinate
Deutsch-polnische Grenze: Bundespolizei bestreitet Rassismusvorwürfe nach Kontrollen von Geflüchteten - rbb24,DE,de,2022-03-03,Migration Apart from Ukraine,Germany,37,Nidwalden
Große Hilfsbereitschaft in Taucha für Flüchtende - Leipziger Volkszeitung,DE,de,2022-03-03,Accomodation,Germany,24,Appenzell Innerrhoden
Amir Tadres und Hanna Kriese möchten im Kreis Paderborn Dolmetscherpool für geflüchtete Ukrainer aufbauen - Westfalen-Blatt,DE,de,2022-03-03,Current Information Refugees,Germany,40,Thuringia
Pressemitteilung: ZEW-Ökonom Paul Berbée zur Fluchtmigration ... - ZEW,DE,de,2022-03-03,Problems Refugee Management,Germany,25,Glarus
Finanziert durch Bundesmittel: Berlin und Brandenburg wollen Schulplätze für ukrainische Kinder schaffen - rbb24,DE,de,2022-03-03,Children and Human Rights,Germany,27,Neuchâtel
Koordination Ukraine-Hilfe - Mit dem Herzen in der Heimat - inSüdthüringen,DE,de,2022-03-03,Volunteering and Donations,Germany,24,Appenzell Innerrhoden
Krieg in der Ukraine: Ukrainische Ärzte am Cottbuser Krankenhaus helfen Kollegen in der Heimat - rbb24,DE,de,2022-03-03,Volunteering and Donations,Germany,30,Thuringia
Schröder-Köpf distanziert sich mit klaren Worten von Putin - NDR.de,CH,de,2022-03-03,Sanktions Russia and War Strategy,Switzerland,22,Berlin
Russland-Krieg: Flüchtlinge aus Ukraine kommen in Berlin an - RND,DE,de,2022-03-03,Sanktions Russia and War Strategy,Germany,19,Hamburg
Ukraine Flüchtlinge privat: Hilfe nach der Flucht vor dem Krieg im ... - kreiszeitung.de,DE,de,2022-03-03,Local Communities,Germany,26,Schleswig-Holstein
Viel Hilfe nach Malchiner Bericht von Ukraine-Grenze - Nordkurier,DE,de,2022-03-03,Volunteering and Donations,Germany,18,Jura
Flüchtlinge aus der Ukraine in Freilassing eingetroffen - Berchtesgadener Anzeiger,DE,de,2022-03-03,Local Communities,Germany,25,Valais
Welle an Solidarität - Krieg in der Ukraine - - Wochenanzeiger München,DE,de,2022-03-03,Volunteering and Donations,Germany,19,Geneva
Vom Ukraine-Flüchtling zum Helfer: Oberstdorfer rettet Familie - BR24,DE,de,2022-03-03,Local Communities,Germany,23,Basel
Krieg in der Ukraine: Erste Flüchtlinge im Landkreis Lindau angekommen - Allgäuer Zeitung,DE,de,2022-03-03,Local Communities,Germany,28,Thurgau
Freiwillige aus der Eifel retten junge Mutter aus der Ukraine - swrfernsehen.de,DE,de,2022-03-03,Children and Human Rights,Germany,23,Appenzell Innerrhoden
Erste Kriegsflüchtlinge aus der Ukraine sind im Kreis Borken ... - Münsterland Zeitung,DE,de,2022-03-03,Local Communities,Germany,28,Zug
Brettener Gemeinderäte zum Ukraine-Krieg: Kein freier Himmel über ... - kraichgau.news,DE,de,2022-03-03,Volunteering and Donations,Germany,26,Bavaria
Ukraine-Flüchtlinge in Berlin: „Es werden jetzt unfassbar viele ... - Tagesspiegel,DE,de,2022-03-03,Current Information Refugees,Germany,25,Neuchâtel
"Réfugiés : d'Ukraine ou du Moyen-Orient, un double traitement médiatique et politique ? - TV5MONDE",CH,fr,2022-03-03,Local Communities,Switzerland,31,Baden-Württemberg
Ukraine : les Européens accordent une « protection temporaire ... - EURACTIV France,CH,fr,2022-03-03,Current Information War,Switzerland,21,Bavaria
"À Jeudi en Prime, le secrétaire d'Etat à l'Asile et la migration, défend ... - RTBF",CH,fr,2022-03-03,Accomodation,Switzerland,30,Baden-Württemberg
Guerre en Ukraine | Montréal se prépare à accueillir des réfugiés ... - La Presse,CH,fr,2022-03-03,Local Communities,Switzerland,26,Valais
« C’était un cauchemar » : les réfugiés africains victimes de racisme aux frontières de l’Ukraine - L'Obs,CH,fr,2022-03-03,Current Information Refugees,Switzerland,36,Basel
"Avec les réfugiés ukrainiens, les Européens retrouvent le sens de l ... - Le Monde",CH,fr,2022-03-03,Current Information Refugees,Switzerland,28,Mecklenburg-Vorpommern
L'Allemagne s'organise pour accueillir les Ukrainiens - DW (Français),CH,fr,2022-03-03,Volunteering and Donations,Switzerland,24,Mecklenburg-Vorpommern
"Rousseau virée, centrale en Ukraine touchée, migrants de la ... - Marianne",CH,fr,2022-03-03,Current Information Refugees,Switzerland,20,Brandenburg
Les Ukrainiens fuyant la guerre continuent d'arriver en Belgique. L ... - RTBF,CH,fr,2022-03-03,Volunteering and Donations,Switzerland,24,Basel
Élan de solidarité avec les réfugiés ukrainiens en Moldavie - Vatican News - Français,CH,fr,2022-03-03,Local Communities,Switzerland,26,Mecklenburg-Vorpommern
Calais. La maire tente de cacher sa politique xénophobe en accueillant des réfugiés ukrainiens - http://www.revolutionpermanente.fr/Section-Politique,CH,fr,2022-03-03,Local Communities,Switzerland,47,Bavaria
"Un million de réfugiés, dont la moitié sont des enfants, ont fui l ... - Radio-Canada.ca",CH,fr,2022-03-03,Accomodation,Switzerland,27,Appenzell Innerrhoden
Les Français et l'accueil de réfugiés ukrainiens - IFOP,CH,fr,2022-03-03,Current Information Refugees,Switzerland,19,Glarus
Espagne : Des centaines de migrants parviennent à entrer dans l’enclave de Melilla - 20 Minutes,CH,fr,2022-03-03,Migration Apart from Ukraine,Switzerland,25,Saxony-Anhalt
Ukraine: Québec se prépare à l'arrivée des réfugiés - Journal Métro,CH,fr,2022-03-03,Local Communities,Switzerland,22,Thuringia
L'UNICEF lance un appel aux dons de 400 millions d'euros pour l ... - EURACTIV France,CH,fr,2022-03-03,Local Communities,Switzerland,26,Zurich
Solidarité Ukraine avec la Croix-Rouge Savoie et Haute-Savoie - France Bleu,CH,fr,2022-03-03,Volunteering and Donations,Switzerland,24,Thurgau
Solidarité Lyon Ukraine : « On ne pouvait pas rester à ne rien faire » - Rue89Lyon,CH,fr,2022-03-03,Volunteering and Donations,Switzerland,25,Zug
Guerre en Ukraine | Une « protection temporaire » accordée aux ... - La Presse,CH,fr,2022-03-03,Current Information War,Switzerland,21,Bern
"Quatre migrants retrouvés morts ""de froid et de faim"" en Tunisie - VOA Afrique",CH,fr,2022-03-03,Migration Apart from Ukraine,Switzerland,25,Zug
"Guerre Ukraine-Russie, un conflit fratricide - Sciences et Avenir",CH,fr,2022-03-03,Sanktions Russia and War Strategy,Switzerland,19,Neuchâtel
"Blake Lively, Madonna, Céline Dion... des personnalités se ... - Marie Claire",CH,fr,2022-03-03,Volunteering and Donations,Switzerland,20,Hamburg
"Hem : les Tricoteuses, la troupe de théâtre amateur qui a du talent et ... - La Voix du Nord",CH,fr,2022-03-03,Volunteering and Donations,Switzerland,29,Mecklenburg-Vorpommern
Ukraine-Krieg in Echtzeit: Parallelwelten auf Telegram - Neue Zürcher Zeitung - NZZ,CH,de,2022-03-03,Current Information War,Switzerland,24,Vaud
OLG München: Mordplan im Auftrag tschetschenischer Führung? - BR24,CH,de,2022-03-03,Volunteering and Donations,Switzerland,21,Mecklenburg-Vorpommern
Comment aider les Ukrainien-ne-s depuis la Suisse - Femina,CH,fr,2022-03-03,Volunteering and Donations,Switzerland,14,Bern
Le parcours improbable de l'héroïque président ukrainien Volodymir Zelensky - GQ Magazine,CH,fr,2022-03-03,Current Information War,Switzerland,26,Vaud
Seine-Saint-Denis: 498 exilés mis à l'abri au Pré Saint-Gervais - BFM Paris Ile-de-France,CH,fr,2022-03-03,Accomodation,Switzerland,34,Grisons
Politique d'expulsion européenne : Casser la spirale consistant à ... - La Cimade,CH,fr,2022-03-03,Migration Apart from Ukraine,Switzerland,23,Saxony-Anhalt
« L'évaluation des dossiers médicaux des étrangers malades doit ... - Le Monde,CH,fr,2022-03-03,Problems Refugee Management,Switzerland,23,Thuringia
"“Je vis aux Pays-Bas : je suis un étranger, pas un expat !” - Courrier international",CH,fr,2022-03-03,Problems Refugee Management,Switzerland,25,Zug
Le Canada ouvrira ses portes aux réfugiés ukrainiens | Guerre en ... - Radio-Canada.ca,CH,fr,2022-03-03,Local Communities,Switzerland,27,Fribourg
Les Neuchâtelois se mobilisent fortement pour l'Ukraine - RTN,CH,fr,2022-03-03,Volunteering and Donations,Switzerland,20,Saxony
"Guerre en Ukraine : une semaine après l'invasion russe, plus d'un ... - GEO",CH,fr,2022-03-03,Sanktions Russia and War Strategy,Switzerland,20,Hesse
Aides pour les réfugiés ukrainiens à Bruxelles : voici comment y ... - BX1,CH,fr,2022-03-03,Local Communities,Switzerland,25,Grisons
Réfugiés ukrainiens le Département lance un appel aux communes ... - Conseil Départemental de l'Aude,CH,fr,2022-03-03,Local Communities,Switzerland,30,Rhineland-Palatinate
Difficile pour les réfugiés ukrainiens de venir au Canada - Le Journal de Québec,CH,fr,2022-03-03,Local Communities,Switzerland,22,Hamburg
Guerre en Ukraine: un centre d'accueil unique pour les réfugiés ouvre ses portes à Paris - BFM Paris Ile-de-France,CH,fr,2022-03-03,Current Information Refugees,Switzerland,34,Baden-Württemberg
Guerre en Ukraine : l'aide envers les réfugiés s'organise dans le ... - Ville de Mons,CH,fr,2022-03-03,Local Communities,Switzerland,27,Lower Saxony
Guerre en Ukraine. 52 réfugiés ukrainiens sont arrivés à Saint ... - Le Progrès,CH,fr,2022-03-03,Local Communities,Switzerland,27,Lower Saxony
Humanitaire - Comment faire un don ou accueillir des réfugiés ... - La Montagne,CH,fr,2022-03-03,Volunteering and Donations,Switzerland,22,Nidwalden
"Guerre en Ukraine: feu vert des 27 de l'UE pour accorder une ""protection temporaire"" aux réfugiés - BFMTV",CH,fr,2022-03-03,Local Communities,Switzerland,35,Nidwalden
Le Département de l'Orne est prêt à accueillir des réfugiés ukrainiens - Conseil départemental de l'Orne,CH,fr,2022-03-03,Local Communities,Switzerland,37,Vaud
Guerre en Ukraine : Les larmes de tristesse et de soulagement des premiers réfugiés ukrainiens à Marseille - 20 Minutes,CH,fr,2022-03-03,Local Communities,Switzerland,35,Schwyz
Un numéro vert pour organiser l’accueil de réfugiés d'Ukraine en Occitanie - Le Journal Toulousain,CH,fr,2022-03-03,Local Communities,Switzerland,29,Hamburg
"Solidarité Ukraine, l’appli créée par un Vannetais pour héberger des réfugiés - Le Télégramme",CH,fr,2022-03-03,Local Communities,Switzerland,30,Baden-Württemberg
"Guerre en Ukraine : déclarations de Vladimir Poutine, un million de réfugiés… L’essentiel de la journée du 3 mars - La Croix",CH,fr,2022-03-03,Sanktions Russia and War Strategy,Switzerland,37,Valais
Alpes-Maritimes: comment le département s'organise pour accueillir des réfugiés ukrainiens? - BFM Nice Côte d'Azur,CH,fr,2022-03-03,Local Communities,Switzerland,39,Thurgau
"Dans le Gard, en attendant l'arrivée de réfugiés ukrainiens, Bagnols-sur-Cèze cherche des interprètes - Midi Libre",CH,fr,2022-03-03,Local Communities,Switzerland,37,Bremen
"Collecte de dons, accueil de réfugiés : comment aider l'Ukraine depuis la Haute-Vienne et la Corrèze ? - France Bleu",CH,fr,2022-03-03,Local Communities,Switzerland,37,Uri
Accueil des réfugiés ukrainiens dans les Hautes-Pyrénées : une plateforme en ligne pour coordonner les initiat - LaDepeche.fr,CH,fr,2022-03-03,Local Communities,Switzerland,38,Thurgau
"Seine-Maritime. La ville de Rouen lance ""Solidarité Ukraine"" pour l ... - Tendance Ouest",CH,fr,2022-03-03,Volunteering and Donations,Switzerland,25,Schwyz
"Guerre en Ukraine. Face à l'afflux de réfugiés avec des animaux, les ... - Le Progrès",CH,fr,2022-03-03,Current Information War,Switzerland,28,Zug
"En France, les réfugiés ukrainiens pourront circuler gratuitement à ... - GEO",CH,fr,2022-03-03,Current Information Refugees,Switzerland,21,Brandenburg
"« L’Ukraine est un pays d’Europe, il est naturel que nous accueillions les Ukrainiens », Laurent Jacobelli (RN) - Public Senat",CH,fr,2022-03-03,Volunteering and Donations,Switzerland,35,Neuchâtel
Saint-Quentin-en-Yvelines solidaire de l'Ukraine | SQY - Saint Quentin en Yvelines,CH,fr,2022-03-03,Volunteering and Donations,Switzerland,26,Basel
"En direct. Guerre en Ukraine : de nouveaux pourparlers, un million ... - L'Alsace.fr",CH,fr,2022-03-03,Current Information War,Switzerland,23,Lucerne
Voici ce que la région de Charleroi propose pour aider les Ukrainiens - Télésambre,CH,fr,2022-03-03,Volunteering and Donations,Switzerland,21,Berlin
"Un convoi de minibus partira de Lorient vers l'Ukraine, ce vendredi - Le Télégramme",CH,fr,2022-03-03,Local Communities,Switzerland,25,North Rhine-Westphalia
Illertissen/Weißenhorn: Sachspenden für Ukrainehilfe in Illertissen und Weißenhorn gestoppt - Augsburger Allgemeine,DE,de,2022-03-03,Volunteering and Donations,Germany,34,Nidwalden
Die ukrainische LGBTQ-Community befürchtet nach der Invasion ... - VICE auf Deutsch,DE,de,2022-03-03,Accomodation,Germany,21,Basel
"Zeichen gegen Krieg setzen, freien Wohnraum melden - Trier - WochenSpiegel",DE,de,2022-03-03,Volunteering and Donations,Germany,21,Appenzell Ausserrhoden
Herz-Jesu-Krankenhaus Dernbach lädt zum Online-Arzt-Patienten ... - WW-Kurier - Internetzeitung für den Westerwaldkreis,DE,de,2022-03-03,Accomodation,Germany,39,Sankt Gallen
"Guerre en Ukraine : 800 Ukrainiens ont trouvé refuge en France, annonce Darmanin - Le Parisien",CH,fr,2022-03-03,Current Information Refugees,Switzerland,24,Basel
'Protection temporaire': pourquoi les Ukrainiens pourraient être les ... - RTBF,CH,fr,2022-03-03,Volunteering and Donations,Switzerland,19,Jura
"""Violence et de xénophobie"" en Ukraine: l'OIM tire la sonnette d'alarme - VOA Afrique",CH,fr,2022-03-03,Volunteering and Donations,Switzerland,30,Basel
Guerre en Ukraine - Un homme d'affaires russe offre un million à qui ... - 20 minutes,CH,fr,2022-03-03,Current Information War,Switzerland,22,Jura
Bordeaux : la municipalité aux côtés de l'Ukraine - Sud Ouest,CH,fr,2022-03-03,Volunteering and Donations,Switzerland,19,North Rhine-Westphalia
"Premières divisions en Pologne, tandis que l'extrême droite ... - Courrier international",CH,fr,2022-03-03,Refugee Routes from Ukraine,Switzerland,21,Lucerne
"« La solidarité, oui, mais pour toutes et tous » - Mediacités",CH,fr,2022-03-03,Volunteering and Donations,Switzerland,18,Fribourg
"Artigues-près-Bordeaux : pour Yulia Haran, réfugiée ukrainienne ... - Sud Ouest",CH,fr,2022-03-03,Local Communities,Switzerland,28,Rhineland-Palatinate
Guerre en Ukraine | Plus d'un million de réfugiés ukrainiens - La Presse,CH,fr,2022-03-03,Local Communities,Switzerland,23,Schaffhausen
"Guerre en Ukraine : mobilisation, solidarité et soutiens en Ariège - Gazette Ariégeoise",CH,fr,2022-03-03,Current Information War,Switzerland,24,Nidwalden
Les artistes face à la guerre en Ukraine - Le Figaro,CH,fr,2022-03-03,Volunteering and Donations,Switzerland,14,Ticino
"«Pour votre et notre liberté», par Mikhaïl Chichkine - Libération",CH,fr,2022-03-03,Volunteering and Donations,Switzerland,20,Bremen
Saint-Gaudens. Une collecte ouverte pour aider les Ukrainiens - LaDepeche.fr,CH,fr,2022-03-03,Volunteering and Donations,Switzerland,21,Zurich
Étudier à Sherbrooke quand son pays d'origine est en guerre - Radio-Canada.ca,CH,fr,2022-03-03,Current Information War,Switzerland,24,North Rhine-Westphalia
Les étudiants ukrainiens de Bordeaux en ordre de bataille : « J'ai ... - Le Monde,CH,fr,2022-03-03,Children and Human Rights,Switzerland,26,Obwalden
Guerre en Ukraine : la plus grande centrale nucléaire d'Europe ... - franceinfo,CH,fr,2022-03-03,Current Information War,Switzerland,22,Schleswig-Holstein
"Jean Asselborn au Conseil ""Justice et Affaires intérieures"" - Gouvernement Luxembourgeois",CH,fr,2022-03-03,Volunteering and Donations,Switzerland,24,Solothurn
"Le Samu Social lance un appel à l'aide, obligé 'de refuser des ... - RTBF",CH,fr,2022-03-03,Volunteering and Donations,Switzerland,23,Appenzell Innerrhoden
Studierende wollen Ukraine-Flüchtlingen in Basel unterstützen - bz Basel - Nachrichten Region Basel,CH,de,2022-03-03,Current Information Refugees,Switzerland,23,Vaud
Krieg in der Ukraine - Peter Balzli: «Die Solidarität in Ungarn ist ... - SRF – Schweizer Radio und Fernsehen,CH,de,2022-03-03,Current Information War,Switzerland,31,Appenzell Ausserrhoden
Engadiner bietet Flüchtenden sein Haus an - suedostschweiz.ch,CH,de,2022-03-03,Accomodation,Switzerland,18,Hamburg
Flüchtlinge aus der Ukraine mit Bus aus Diepholz in Sicherheit - kreiszeitung.de,CH,de,2022-03-03,Current Information Refugees,Switzerland,24,Vaud
Krieg in der Ukraine - Sammel-Aktionen für Ukraine werden völlig ... - SRF – Schweizer Radio und Fernsehen,CH,de,2022-03-03,Current Information War,Switzerland,29,Zug
Die Invasion der Ukraine aus der Sicht von Pressezeichnern - VoxEurop.eu,DE,de,2022-03-03,Current Information War,Germany,19,Grisons
La direttiva Ue per la protezione dei rifugiati in fuga dall'Ucraina - AGI - Agenzia Italia,CH,it,2022-03-03,Local Communities,Switzerland,30,Grisons
"Ucraina, rifugiati: le campagne digitali per aiutarli - WIRED Italia",CH,it,2022-03-03,Local Communities,Switzerland,21,Berlin
"Guerra in Ucraina, l'Italia ospiterà 800 mila profughi: nel piano di ... - Open",CH,it,2022-03-03,Current Information Refugees,Switzerland,27,Berlin
Crisi Ucraina: almeno 400 mila minori profughi di guerra - Save the Children Italia,CH,it,2022-03-03,Local Communities,Switzerland,25,Geneva
"In Italia scatta la gara di solidarietà per i profughi ucraini. ""Sommersi da offerte di casa e lavoro"" - la Repubblica",CH,it,2022-03-03,Current Information Refugees,Switzerland,39,Rhineland-Palatinate
"""Mai visto un esodo così rapido"". Oltre un milione di profughi ucraini in una settimana - L'HuffPost",CH,it,2022-03-03,Local Communities,Switzerland,33,Hamburg
"Le regole anti Covid per i rifugiati ucraini in Italia, Sileri: «Niente ... - Open",CH,it,2022-03-03,Local Communities,Switzerland,27,Hesse
"Ucraina, gli aiuti in Italia: gli agriturismi per accogliere i profughi - Gambero Rosso - Gambero Rosso",CH,it,2022-03-03,Current Information Refugees,Switzerland,36,Mecklenburg-Vorpommern
"Profughi Ucraina, la mappa dei Paesi dove stanno andando - Corriere della Sera",CH,it,2022-03-03,Volunteering and Donations,Switzerland,24,Appenzell Innerrhoden
"Informazioni sanitaria, l'Ulss attiva un numero verde per i profughi ucraini - VicenzaToday",CH,it,2022-03-03,Local Communities,Switzerland,27,Neuchâtel
